Exposure	Outcome	famr_none	famr_gfa	susie.ss	mrash.ss	susie.ss_gfa	mrash.ss_gfa	ivw	robust	ivw_gfa	robust_gfa	ivw.univar
Total lipids in small VLDL	Coronary Artery Disease (CAD)	0.0389016602856379	0.00640932110494152	0.00311593894318007	0.00330035227549663	4.36793696356741e-06	0.00307356338043796	0.0978822013993538	0.0168376883765567	0.0675675862785674	0.0125855512850567	0.999999770366432
Concentration of small VLDL particles	Coronary Artery Disease (CAD)	0.0577832267391717	0.00625429936871857	0.0033620876159044	0.00318948197507907	1.39649012331766e-06	0.00297027765563029	0.150590952623607	0.0168376883765567	0.178578341837738	0.0125855512850567	0.999999587699135
Triglycerides in small VLDL	Coronary Artery Disease (CAD)	0.0897795834754473	0.00753578067138894	0.0036826194936157	0.0035502050818258	6.59459091556513e-07	0.00330639478863659	0.0814837370854284	0.0168376883765567	0.0675675862785674	0.00207727975978211	0.999998917960171
Serum total cholesterol	Coronary Artery Disease (CAD)	0.0103953471395098	0.00621064661639426	0.00241580040296174	0.00333510153060812	0.0648643427966324	0.00308392052012452	0.0793469404569148	0.0168376883765567	0.0344929294972155	0.0125855512850567	0.99999999997372
Serum total triglycerides	Coronary Artery Disease (CAD)	0.0202985657557267	0.0053419726222439	0.00540069703684165	0.00275871636136504	1.11431249805172e-06	0.00256428787329199	0.150590952623607	0.0168376883765567	0.178578341837738	0.0125855512850567	0.999992355163753
Mean diameter for VLDL particles	Coronary Artery Disease (CAD)	0.00953959791407955	0.00558395984041393	0.0204729424701245	0.00535769324031454	2.59690121902079e-05	0.00495940173462739	0.40311949484961	0.0168376883765567	0.339900415325202	0.0125855512850567	0.218043406148921
Total cholesterol in very large HDL	Coronary Artery Disease (CAD)	0.0255638316126997	0.00702881171900349	0.00492188697487994	0.00606711122012293	1.42177738493565e-06	0.00567037141188975	0.436556604321467	0.0528926898889581	0.518845749110063	0.0125855512850567	0.154584104169113
Cholesterol esters in very large HDL	Coronary Artery Disease (CAD)	0.0171837954618056	0.0059557111155879	0.00355217973543376	0.00460088357372501	9.42269054560185e-07	0.00429616416481682	0.436556604321467	0.0528926898889581	0.518845749110063	0.0396014788051038	0.486006048779975
Free cholesterol in very large HDL	Coronary Artery Disease (CAD)	0.0191104758083974	0.00755982486985374	0.00475497644435896	0.0053194013806882	1.1220758718844e-06	0.00497872982929914	0.295749372473846	0.0528926898889581	0.339900415325202	0.0396014788051038	0.046415916564021
Total lipids in very large HDL	Coronary Artery Disease (CAD)	0.012383638284618	0.00862741401484013	0.00726191928803677	0.0077896333684675	1.79612763717696e-06	0.00730379537498138	0.240759071978027	0.0168376883765567	0.339900415325202	0.0125855512850567	0.0491455193498612
Concentration of very large HDL particles	Coronary Artery Disease (CAD)	0.00962209641382927	0.00976497258778153	0.00777608642506922	0.00843939208913691	1.70528299436867e-06	0.0079132148826252	0.00681941317835044	0.0168376883765567	0.0344929294972155	0.0125855512850567	0.195588268025013
Phospholipids in very large HDL	Coronary Artery Disease (CAD)	0.00955251856008732	0.00932546487242336	0.00793057226306471	0.00822414181157505	1.43295873000771e-06	0.00772666253560128	0.110400982554205	0.0168376883765567	0.178578341837738	0.0125855512850567	0.123183340214538
Triglycerides in very large HDL	Coronary Artery Disease (CAD)	0.0106840345174452	0.0066363752788422	0.00400605871334403	0.00755653385425936	1.78974680198341e-06	0.00706810485320053	0.0793469404569148	0.0168376883765567	0.0543055939383594	0.0125855512850567	0.951971278298201
Total lipids in very large VLDL	Coronary Artery Disease (CAD)	0.00945385144457545	0.00996484834217393	0.12044117742611	0.00380267098644871	4.76265592758152e-05	0.00352805515464005	0.0814837370854284	0.0168376883765567	0.0675675862785674	0.0125855512850567	0.0491455193498612
Concentration of very large VLDL particles	Coronary Artery Disease (CAD)	0.0216064302964202	0.0064881415161947	0.0153214085961616	0.00321548599070953	6.36524348840428e-06	0.00298298002495934	0.0793469404569148	0.0168376883765567	0.0133063125425045	0.0125855512850567	0.0491455193498612
Phospholipids in very large VLDL	Coronary Artery Disease (CAD)	0.0100681249653054	0.00693699524182545	0.0288086235573407	0.00344913453572171	1.26752765240434e-05	0.00320113035367753	0.0793469404569148	0.0168376883765567	0.0589582164377981	0.0125855512850567	0.0491455193498612
Triglycerides in very large VLDL	Coronary Artery Disease (CAD)	0.0146189875289692	0.00682190138848116	0.0372540685605346	0.00296361429820879	2.10598233473247e-05	0.00275176010537181	0.0793469404569148	0.0168376883765567	0.0344929294972155	0.0125855512850567	0.0491455193498612
Total lipids in very small VLDL	Coronary Artery Disease (CAD)	0.0108462231462895	0.00555324672068314	0.00211998029365268	0.00270921770017285	5.94902210304671e-06	0.00251362554087764	0.0978822013993538	0.0168376883765567	0.125872621859329	0.0125855512850567	0.999999465220269
Concentration of very small VLDL particles	Coronary Artery Disease (CAD)	0.00963182767304049	0.0055624243493545	0.00213737589594309	0.00263072918478047	7.13616541891948e-06	0.00244094147570473	0.00220685541204912	0.0168376883765567	0.0133063125425045	0.0125855512850567	0.999993213002009
Phospholipids in very small VLDL	Coronary Artery Disease (CAD)	0.009457264593421	0.00545366353375676	0.00198713824272423	0.00262955834299905	2.2873669418555e-05	0.00243967659530686	0.0793469404569148	0.0168376883765567	0.0543055939383594	0.0125855512850567	0.999999998160791
Triglycerides in very small VLDL	Coronary Artery Disease (CAD)	0.0148291183095846	0.00646326851311074	0.00256324965353061	0.00278952932972321	2.95398429339677e-06	0.00259423039799844	0.295749372473846	0.0528926898889581	0.339900415325202	0.0396014788051038	0.999999998520835
Total lipids in chylomicrons and largest VLDL particles	Coronary Artery Disease (CAD)	0.00945171053189886	0.00906742821277828	0.103986403532153	0.00315303965650382	4.98840037552739e-05	0.002925963428837	0.0977195014983588	0.0168376883765567	0.0675675862785674	0.0125855512850567	0.0491455193498612
Concentration of chylomicrons and largest VLDL particles	Coronary Artery Disease (CAD)	0.00988250330834939	0.00758545750491624	0.0152005618916149	0.00328944233760464	1.47147510273227e-05	0.0030574646245537	0.216039984542622	0.0528926898889581	0.339900415325202	0.0396014788051038	0.154584104169113
Phospholipids in chylomicrons and largest VLDL particles	Coronary Artery Disease (CAD)	0.0100004587616472	0.0165035950549995	0.252737803142084	0.999997227697005	0.000289232112338556	0.999996920114567	0.332850024881065	0.0168376883765567	0.339900415325202	0.0125855512850567	0.0890772861632244
Triglycerides in chylomicrons and largest VLDL particles	Coronary Artery Disease (CAD)	0.0100262324056459	0.013712141645546	0.328186293528659	0.0054564730510348	0.000112828474108539	0.00506066841536268	0.150590952623607	0.0168376883765567	0.178578341837738	0.0125855512850567	0.0491455193498612
Apolipoprotein A-I	Stroke	0.0366480735988343	0.00227204324242647	0	6.96875127748076e-06	0	5.99630545949914e-06	0.0549290591525753	0.122162798909094	0.0629204931735848	0.125835981553938	0.086070088000599
Apolipoprotein B	Stroke	0.0286376977553404	0.00140308871707195	0	5.03517307626211e-06	0	4.33706868874228e-06	0.0357171789128581	0.0450119873973299	0.0493781713778459	0.0045224482251689	0.898219379094943
Free cholesterol to esterified cholesterol ratio	Stroke	0.0188792180211187	0.00113708240839427	0	3.1957790357362e-06	0	2.75616962253089e-06	0.0549290591525753	0.122162798909094	0.0629204931735848	0.125835981553938	0.963849969251691
Free cholesterol	Stroke	0.0229792675624482	0.000991917506080187	0	2.24451875341369e-06	0	1.93680842330846e-06	0.0549290591525753	0.122162798909094	0.0629204931735848	0.125835981553938	0.910797328748192
Mean diameter for HDL particles	Stroke	0.0239827263405789	0.00242152451935662	0	5.38540846306557e-06	0	4.63801833838762e-06	0.0549290591525753	0.122162798909094	0.0629204931735848	0.125835981553938	0.108114907811141
Total cholesterol in IDL	Stroke	0.0241377668872194	0.00126372948599374	0	4.18686623970821e-06	0	3.60828109735589e-06	0.00929633613960967	0.00212014082767364	0.0144786978599052	0.0045224482251689	0.967641834894557
Free cholesterol in IDL	Stroke	0.0243843953852876	0.00168390304252308	0	6.16234206374244e-06	0	5.30591274061631e-06	0.00466386978566935	0.00212014082767364	0.0144786978599052	0.0045224482251689	0.967495336931614
Total lipids in IDL	Stroke	0.0239510283494997	0.0013941790340839	0	4.87197625587132e-06	0	4.19742711044169e-06	0.00929633613960967	0.00212014082767364	0.0144786978599052	0.0045224482251689	0.945495648411349
Concentration of IDL particles	Stroke	0.0239595057363882	0.00146111762015	0	5.33526506540927e-06	0	4.59562493337895e-06	0.00929633613960967	0.122162798909094	0.0144786978599052	0.125835981553938	0.933052715250908
Phospholipids in IDL	Stroke	0.0264903833158533	0.00179374107158381	0	6.35742394305971e-06	0	5.47351235036242e-06	0.0357171789128581	0.122162798909094	0.0493781713778459	0.125835981553938	0.910797328748192
Triglycerides in IDL	Stroke	0.0170715977305235	0.00128269724710184	0	5.53561459659679e-06	0	4.76713530206396e-06	0.0549290591525753	0.122162798909094	0.0629204931735848	0.125835981553938	0.290378661131844
Total cholesterol in large HDL	Stroke	0.0466530048899243	0.00446638668314359	0	9.8179449257163e-06	0	8.44092893781401e-06	0.0549290591525753	0.122162798909094	0.0629204931735848	0.125835981553938	0.351687567905558
Cholesterol esters in large HDL	Stroke	0.0464534474001912	0.0058029787862609	0	1.22292254434164e-05	0	1.05085908944647e-05	0.114823828406114	0.122162798909094	0.108781193153092	0.125835981553938	0.409286156476271
Free cholesterol in large HDL	Stroke	0.0442952496383391	0.00339789117481404	0	7.96610222475458e-06	0	6.85243320097673e-06	0.0357171789128581	0.122162798909094	0.0493781713778459	0.125835981553938	0.409433148931019
Total lipids in large HDL	Stroke	0.0661075867206755	0.00428275509999987	0	9.79166287939925e-06	0	8.4187350292142e-06	0.373142846039095	0.122162798909094	0.362914918341881	0.125835981553938	0.290378661131844
Concentration of large HDL particles	Stroke	0.064645048057893	0.0042407517855314	0	9.75558301685719e-06	0	8.38755569532168e-06	0.373142846039095	0.122162798909094	0.362914918341881	0.125835981553938	0.290378661131844
Phospholipids in large HDL	Stroke	0.100772463910335	0.00394049558235476	0	9.57655866673512e-06	0	8.23330633514807e-06	0.0549290591525753	0.122162798909094	0.0629204931735848	0.125835981553938	0.290378661131844
