Exposure	Outcome	famr_none	famr_gfa	susie.ss	mrash.ss	susie.ss_gfa	mrash.ss_gfa	ivw	robust	ivw_gfa	robust_gfa	ivw.univar
Diastolic Blood Pressure	Type 2 Diabetes	0.327741808245554	0.0923476321816332	0.560913884409821	0.0372170086928097	0.000857564005743994	0.017647141911835	0.0734237013092905	0.12552811424359	0.200127654797715	0.219974777149843	0.997752091990102
Smoking	Type 2 Diabetes	0.445109728321496	0.0611763013688713	0.548425616076649	0.155971046831012	0.0003996114286825	0.059042832400962	0.200647301332976	0.0797564655530097	0.423582142476465	0.219974777149843	0.968902498547531
Alcohol	Type 2 Diabetes	0.139090263554646	0.0593949538345443	0.519540412698287	0.137549267353272	0.000321570110173863	0.0518111383707776	0.0482479216397055	0.0797564655530097	0.423582142476465	0.243060783380203	0.103158443569604
Acetate	Type 2 Diabetes	0.152059396322011	0.0587726335688886	0.51615190949544	0.129117667209296	0.000368930965020109	0.0452838394382262	0.0482479216397055	0.136603461548199	0.220017089172561	0.0733937212841379	0.316546293310285
Acetone	Type 2 Diabetes	0.263797738591616	0.0607822594469402	0.66092805009126	0.669429879106451	0.00637815227923133	0.392645133399084	0.589632923513622	0.466855734698484	0.423582142476465	0.219974777149843	0.39407965319781
Alanine	Type 2 Diabetes	0.513047721534139	0.0620783695215884	0.521640391839106	0.187048156063682	0.001383923803007	0.0718956480733758	0.45903715172513	0.12552811424359	0.010863744161421	0.131950377113624	0.858714180030879
Albumin	Type 2 Diabetes	0.217208698188087	0.0586893290284418	0.72288208616306	0.559730101392068	0.00257622282465431	0.313302517580444	0.589632923513622	0.745994636231293	0.423582142476465	0.598835951084354	0.122170885998416
Apolipoprotein B	Type 2 Diabetes	0.6181548009136	0.173988545172846	0.786301039113295	0.999954770024921	0.827943212342361	0.0366424443420462	0.974928402526495	0.848984467220518	0.979915566661658	0.85826234366994	0.930856780838658
3-hydroxybutyrate	Type 2 Diabetes	0.270883072363515	0.108591955110299	0.558818332098647	0.282774511889432	0.000490834789956374	0.068266580629484	0.200647301332976	0.12552811424359	0.897101471901104	0.598835951084354	0.027184498660743
Citrate	Type 2 Diabetes	0.18928334653985	0.067176799617268	0.519884941298389	0.114731230430855	0.000353275970029099	0.0379492846137525	0.182305418144637	0.134111406338681	0.139348304502177	0.219974777149843	0.39407965319781
Creatinine	Type 2 Diabetes	0.140640598095502	0.366662793234744	0.512666111060831	0.153206129879147	0.000324250367614409	0.048380123220314	0.45744598039757	0.136603461548199	0.13636492460055	0.0733937212841379	0.122170885998416
Glutamine	Type 2 Diabetes	0.14377452009493	0.0698389268247098	0.576789930664815	0.190111294809339	0.000731046225558418	0.0645623455626088	0.45903715172513	0.049395432317503	0.554587476995626	0.219974777149843	0.103158443569604
Glucose	Type 2 Diabetes	0.288208870298384	0.06906939957219	0.623246536946153	0.569388827521915	0.00146473469734676	0.361827607542537	0.45903715172513	0.745994636231293	0.220017089172561	0.219974777149843	0.904488310439197
Glycine	Type 2 Diabetes	0.405834994323963	0.136941022275991	0.54038674786446	0.111382966908675	0.000401249067149445	0.0553097787372349	0.227121688540147	0.136603461548199	0.159955028115949	0.219974777149843	0.39407965319781
Glycoprotein acetylation	Type 2 Diabetes	0.207934017384098	0.0589764776237225	0.507837116180845	0.0916193159974086	0.000424894120500396	0.0236203555266818	0.589632923513622	0.745994636231293	0.423582142476465	0.219974777149843	0.0911412739802747
